1,"255 Central Ave, Chelsea, MA, 02150",Match,Exact,"255 CENTRAL AVE, CHELSEA, MA, 02150","-71.025640275456,42.388038334462",85711309.0,R,25.0,25.0,160103.0,4000.0
2,"165 Cottage St, Chelsea, MA, 02150",Match,Exact,"165 COTTAGE ST, CHELSEA, MA, 02150","-71.024484684809,42.389679881615",85711663.0,R,25.0,25.0,160103.0,3000.0
3,"175 Cottage St, Chelsea, MA, 02150",Match,Exact,"175 COTTAGE ST, CHELSEA, MA, 02150","-71.024386256935,42.3896635901",85711663.0,R,25.0,25.0,160103.0,3000.0
4,"90 Watts St, Chelsea, MA, 02150",Match,Exact,"90 WATTS ST, CHELSEA, MA, 02150","-71.027591312536,42.389204110803",85711277.0,L,25.0,25.0,160103.0,3003.0
5,"96 Watts St, Chelsea, MA, 02150",Match,Exact,"96 WATTS ST, CHELSEA, MA, 02150","-71.027361688259,42.38915890916",85711277.0,L,25.0,25.0,160103.0,3003.0
6,"96 Watts St, Chelsea, MA, 02150",Match,Exact,"96 WATTS ST, CHELSEA, MA, 02150","-71.027361688259,42.38915890916",85711277.0,L,25.0,25.0,160103.0,3003.0
7,"72 Library St, Chelsea, MA, 02150",Match,Exact,"72 LIBRARY ST, CHELSEA, MA, 02150","-71.029419327115,42.393159014642",85707220.0,L,25.0,25.0,160102.0,1001.0
8,"106 Marlboro St, Chelsea, MA, 02150",No_Match,,,,,,,,,
9,"6 Admirals Way, Chelsea, MA, 02150",Match,Exact,"6 ADMIRALS WAY, CHELSEA, MA, 02150","-71.04591556348,42.390445427585",85718113.0,L,25.0,25.0,160300.0,2007.0
10,"21 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"21 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.047944183152,42.389158071893",85732894.0,L,25.0,25.0,160300.0,2007.0
11,"21 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"21 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.047944183152,42.389158071893",85732894.0,L,25.0,25.0,160300.0,2007.0
12,"50 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"50 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.047913148314,42.389274858685",85732894.0,R,25.0,25.0,160300.0,2008.0
13,"50 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"50 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.047913148314,42.389274858685",85732894.0,R,25.0,25.0,160300.0,2008.0
14,"81 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"81 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.049192145825,42.390000673133",85732894.0,L,25.0,25.0,160300.0,2007.0
15,"81 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"81 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.049192145825,42.390000673133",85732894.0,L,25.0,25.0,160300.0,2007.0
16,"100 Boatswains Way, Chelsea, MA, 02150",Match,Exact,"100 BOATSWAINS WAY, CHELSEA, MA, 02150","-71.049038453529,42.389971801307",85732894.0,R,25.0,25.0,160300.0,2008.0
17,"2 Breakwater Dr, Chelsea, MA, 02150",Match,Exact,"2 BREAKWATER DR, CHELSEA, MA, 02150","-71.049556394254,42.388858320175",85718118.0,L,25.0,25.0,160300.0,2004.0
